3bb7,60,4e,fda6
3eea,60,50,fdb0
422e,70,46,fdac
44ac,66,4e,fdb0
463a,6e,46,fdae
463c,6e,4e,fdb0
41d0,70,3e,fdac
335f,70,48,fda6
18ee,72,50,fda6
f710,70,50,fd9e
d569,58,52,fdbe
bae9,6e,4c,fdb0
aa9e,68,4e,fdb0
a54d,60,4c,fda2
a85c,66,4e,fda6
b08a,72,52,fda2
bb66,6e,4e,fd9e
c660,68,50,fdb8
d1e5,62,4e,fdac
db49,70,4e,fdb2
e2e5,6e,4e,fda6
e8a3,72,4e,fdb0
ea3e,60,4e,fdb0
e995,50,50,fdb6
e788,70,42,fdb0
e73b,4e,50,fdb0
e6df,5e,4e,fdb8
e889,62,4e,fdb0
ec81,62,4c,fdbe
f29f,6c,4e,fda2
fa6b,62,4e,fdb0
268,62,4e,fdae
996,70,46,fdae
10ae,62,48,fdae
1752,6e,4e,fdb6
1cf4,60,50,fdbc
2187,70,46,fdb0
2604,5e,46,fdb6
2ada,70,3e,fdae
2f3d,62,4e,fdac
3243,70,52,fda2
347a,70,4c,fda2
3652,60,50,fdb2
376b,60,4e,fdb6
3858,66,4e,fdb0
392a,72,50,fdb0
3b31,6c,4e,fdb2
3dfb,60,46,fdb6
4153,70,50,fda6
4433,72,4e,fd9e
463e,58,50,fdbe
44c8,62,46,fdb2
3b77,6c,50,fdb0
256a,60,4c,fda2
5ca,66,4c,fdac
e277,70,58,fda0
c5e3,70,50,fda0
b355,60,4c,fda2
ab48,70,4e,fdb0
ab2a,60,4e,fdb2
b07b,66,4e,fdb0
b7eb,6e,46,fdb0
c091,60,46,fdb8
c9a1,6e,4e,fdb0
d376,70,42,fda6
dc89,6e,4e,fda6
e2ec,70,50,fdb0
e773,52,4e,fdbc
e830,60,4e,fdae
e6bd,60,4c,fdbc
e507,70,46,fdb0
e552,70,4e,fdb0
e837,6e,50,fdb0
ebeb,6e,3c,fdae
f1c0,66,4c,fda6
f8cc,62,52,fdbe
81,70,46,fdb0
8f4,5c,4e,fdb0
1100,60,48,fdbc
1950,70,46,fdac
20ea,5e,46,fdb8
2700,6e,52,fdb0
2b25,5e,4e,fd9e
2cb5,70,4c,fda6
2d07,60,4e,fdb8
2d22,6e,46,fdb0
2dc0,5c,4e,fdbc
2f61,70,46,fdae
308b,66,50,fdb0
3142,60,50,fda6
31f7,70,46,fdac
32b4,58,52,fdbc
33d0,6e,4c,fdb2
3701,4e,4e,fdb8
3bc5,60,4e,fda6
4099,66,4e,fdac
40fe,70,52,fda2
3bb2,70,50,fda0
2ab7,70,50,fdb8
da0,4e,4e,fdb6
ea37,76,4e,fdb0
ca02,56,4e,fdb8
b292,70,4e,fdb8
a7b7,58,46,fdb0
a4f8,70,4c,fda6
a89c,70,50,fda0
b01e,58,4e,fdbc
b956,5c,46,fdb8
c3aa,70,3c,fdae
cded,66,4e,fdae
d803,70,4e,fdb8
e001,60,4e,fd9e
e4ff,72,50,fdb0
e63c,66,52,fdb2
e38d,60,46,fdb6
dfa6,70,52,fda0
dde4,72,50,fda0
df33,5e,4e,fdb2
e419,70,4e,fdb8
eabf,66,46,fda6
f2df,60,4e,fdb8
fa84,70,4e,fda0
26e,62,52,fdb0
9e2,5e,46,fdb8
115e,70,52,fda6
18ee,58,58,fdb8
1f33,5e,4c,fdae
23ca,66,4e,fdae
2710,6c,56,fdb2
28ad,62,48,fda2
2975,66,46,fda6
2a5f,60,4e,fdb8
2ae4,70,46,fdb0
2b43,4e,56,fdb6
2bec,72,4e,fda6
2d47,5e,4e,fdbc
2ee9,6e,50,fdb8
309c,6e,4e,fdb8
345f,70,58,fdb0
37f0,5c,56,fdc0
3b76,5e,46,fdb6
3b5d,66,4c,fdac
32b1,72,4e,fda6
1e77,70,4e,fda0
ffdb,78,4e,fda6
dd55,70,52,fda2
be6b,5c,52,fdbe
a859,60,46,fdb6
9df5,6e,4e,fdb0
9ed0,58,4e,fdac
a589,4c,4e,fdb0
b045,66,4c,fdac
bd47,5e,46,fdb8
caf4,70,52,fda2
d80d,5e,4e,fdbc
e39d,62,4e,fdb0
ed89,66,4e,fdac
f51b,6e,4e,fdb0
f98a,60,4e,fda0
fa20,4e,4e,fdb0
f8f7,60,4e,fda0
f7f4,66,4c,fdac
f8c8,70,4e,fda2
fb87,70,50,fd9e
91,60,4e,fdb2
732,70,46,fdb0
ee9,60,50,fda8
1777,5e,4c,fda0
2017,50,4e,fdb0
2760,76,3e,fdb0
2dc3,66,4e,fdae
3287,70,50,fda2
3773,6e,50,fd9e
3ae5,58,50,fdbc
3e29,70,4e,fdb0
4038,60,46,fdb0
40e2,70,4e,fda6
40fc,70,4e,fdb0
4084,60,46,fdbc
4034,62,48,fdac
3fbe,70,50,fda0
3fc9,66,58,fdb2
4044,60,4e,fda6
40e4,62,4e,fdac
41f6,70,4e,fdb0
4308,5e,46,fda2
43d8,72,4e,fdb0
428b,70,4e,fdb8
3a69,58,4c,fdb0
2751,60,48,fda6
887,68,4c,fdae
e407,60,50,fdb8
c3d2,70,46,fdac
aca6,5c,4e,fdbe
a02b,70,46,fdb0
9d58,62,4e,fdb0
a14d,60,46,fdb6
a95d,66,4e,fdae
b34d,70,50,fdb2
bd7a,70,50,fd9e
c773,78,4e,fdb0
d091,70,52,fd9e
d85a,5c,4e,fdb0
de06,70,46,fdae
e0f8,66,4e,fdb0
e1fc,70,4c,fdae
e19c,6c,4e,fdb0
e1ca,70,3e,fdac
e3bf,60,4e,fda2
e7ec,60,4e,fdb8
edb5,70,46,fdb0
f54a,58,4c,fdbe
fe4b,70,42,fdb0
65b,52,4e,fdb8
e2f,60,4c,fdb8
157e,66,4c,fdae
1d22,70,52,fdae
23ac,70,50,fda0
28ce,58,4c,fdb8
2c88,70,48,fdae
2f1d,5e,4c,fdb2
3113,66,4c,fdb2
3367,70,4e,fdb0
35e5,62,4e,fdae
38ef,66,4e,fdb0
3af4,70,4e,fda2
3bee,70,50,fda0
3dc7,5e,4e,fdb2
3ff2,70,4c,fdb0
43ae,60,4c,fdae
46e0,5e,46,fdb6
47f2,5e,46,fdb2
40c4,72,4e,fd9e
2d20,5c,4e,fdb8
1011,50,4e,fdb8
ef3e,62,4e,fdac
d394,70,3e,fdac
c1b6,66,52,fdb0
bacc,70,4c,fdac
bc76,66,4c,fdac
c29b,70,50,fdb0
c9c0,52,4e,fdbe
d2d3,66,50,fdb0
dc25,70,4e,fdac
e556,6e,4c,fdae
ec00,70,3e,fdac
f10e,70,46,fda2
f2d0,58,4e,fdbc
f108,70,42,fdb0
ed92,6e,4e,fdae
e9cd,56,50,fdb8
e716,70,4e,fdb0
e87c,70,4e,fdb0
edff,70,46,fdb0
f479,5c,46,fdb2
fccd,68,4c,fdac
45e,6e,50,fd9e
bdc,58,58,fdb8
12c6,70,46,fdb0
19ce,66,4e,fda6
201c,5e,46,fdb2
25c4,70,4e,fdb0
2ab7,72,4e,fdb0
2f61,66,4e,fdb0
332d,66,4e,fda8
3621,60,4c,fda6
3844,60,4e,fdb8
3bc0,60,50,fdbc
3f05,70,46,fdae
4172,66,46,fdae
440b,70,52,fda2
46c4,58,4e,fdbc
49c1,66,48,fdb0
4c14,6e,4e,fdb0
4d2a,70,3e,fda8
4b00,4e,4e,fdb0
4008,70,4c,fda6
2966,58,50,fdb8
a5d,5e,46,fdac
e986,6c,4e,fdb0
cd2d,70,4e,fdb2
b929,70,4c,fda6
af6c,6c,4e,fda6
adef,66,4e,fdb0
b1ae,58,50,fdb8
b7f4,60,50,fdb2
bf55,62,4c,fdac
c71e,66,4e,fdb6
d080,62,4c,fdae
daab,72,3e,fdb0
e2bc,60,50,fdb0
e783,5e,4e,fdac
e9bf,62,4e,fdac
e9b4,70,58,fd9e
e9cb,60,50,fdb8
eb51,5e,46,fdb2
eed0,72,4c,fda6
f496,52,50,fdbc
fb88,60,4e,fdb0
1cd,66,4e,fdae
76f,6e,4e,fdb6
ca9,70,4e,fda6
11c0,70,4e,fda6
165a,70,4e,fdb0
197a,70,56,fda2
1b7f,5c,52,fdbc
1cb1,52,4e,fdb8
1e66,5e,4c,fdae
2018,6c,4e,fdb6
21a6,70,46,fdb0
232e,60,46,fdb2
2541,6c,4e,fdae
2737,60,4e,fd9e
28a4,5c,46,fdb8
2810,72,3e,fda8
2854,72,4e,fdb0
2944,5e,4e,fdb0
2b4c,5e,48,fdb8
2e09,70,4c,fdb6
3028,70,4e,fda2
30fd,6e,4e,fda6
2df7,66,50,fdb0
2244,58,4e,fdb8
adb,5e,4e,fdae
eb12,66,4e,fdb0
c9cd,66,4c,fdac
ae84,5e,4c,fda0
9c90,70,3c,fdac
9438,62,4e,fdb0
9295,6c,4c,fda6
9568,66,4e,fdac
9ac1,70,50,fda2
a0dd,5e,50,fdb0
a845,5c,46,fdb6
b044,62,48,fda6
b8c0,70,4e,fdb0
c153,60,50,fdb2
c860,66,4e,fdb0
cc88,70,50,fdb2
ce64,66,4c,fda6
cf5c,62,46,fda6
d199,70,50,fda2
d640,70,52,fda2
dd25,5e,50,fdb8
e41b,6e,4c,fdac
eb0a,60,4e,fdae
f23a,60,48,fdae
f962,70,4e,fdb2
ff1e,70,4e,fda6
40d,70,4e,fdb0
87b,68,4e,fdb0
c3f,6c,4e,fdb0
105c,62,4e,fda6
138a,70,50,fda2
177e,5e,4e,fdb8
1a68,70,46,fdb0
1c9d,70,4e,fdb0
1dc6,70,50,fdb0
1f8b,58,52,fdbc
1ffe,70,4c,fdb8
2125,70,4c,fdb2
23d4,70,52,fdb0
2707,72,4e,fdb0
29d1,60,4e,fdb0
2bf6,70,40,fdae
2e4f,60,4e,fdb6
30f1,6e,46,fdb0
314d,66,4e,fdb0
29b0,60,46,fda2
15ef,66,4e,fda6
f834,72,50,fda0
d5d1,70,56,fda0
b742,58,52,fdb8
a279,6e,4c,fdae
9862,5e,4e,fdb0
9542,6e,50,fdb0
985e,70,42,fdb0
9ca1,66,4e,fdae
a358,60,58,fdb0
aabe,70,50,fdb2
b4a8,4e,4e,fdb0
beaa,60,4c,fda6
c870,70,4e,fdae
cf08,60,4e,fdb8
d2c9,66,4e,fdac
d53a,6e,4e,fdb2
d65d,60,46,fda2
d857,4e,4e,fdb0
dd03,60,48,fda2
e473,66,48,fda8
ee54,70,4e,fdb0
f835,70,4e,fda0
165,5e,50,fdb8
8fb,62,4e,fdb0
fc0,70,4e,fdb8
156d,6e,4e,fdb0
1b62,70,50,fdb0
2220,68,4e,fdb0
292f,62,4c,fdae
2e51,5c,46,fdb6
31e4,62,4c,fda8
32cb,70,3e,fda6
3349,66,4e,fdb0
3397,70,4e,fdb8
3407,70,52,fda6
345d,5c,4e,fdbc
34cc,70,46,fdb6
34c6,6e,50,fdb0
3531,70,4e,fdb0
357b,60,4e,fdbe
350e,68,4e,fdb0
307f,70,46,fdb0
229b,66,4e,fdae
8af,60,4e,fdb8
e77f,60,4e,fdb8
c59f,60,4c,fdb8
ab37,4e,4e,fdb0
9a3f,60,52,fdbc
92ea,6c,46,fdae
9375,56,4e,fdb0
98fa,60,46,fdb8
a069,70,56,fda6
a8e6,5c,4e,fdb8
b298,52,50,fdc0
ba9f,70,46,fdac
c311,66,52,fdb2
c973,6e,4e,fdae
cdf8,70,50,fdb0
cec6,70,3e,fdac
cd96,66,4c,fda6
cd49,5c,52,fdb8
cec9,70,48,fdac
d2d9,5c,4c,fdae
d9a3,66,48,fdae
e10a,70,50,fdb0
e887,60,4e,fdae
f0d3,5e,40,fdb0
f8f7,60,4e,fda6
6,66,4e,fdac
595,76,4e,fda6
a0e,70,50,fda2
e1f,70,4c,fdae
11e9,6e,52,fdae
1550,60,50,fdb8
1824,66,4e,fdb0
19c1,6c,4e,fdb2
1af6,62,4c,fd9e
1be9,70,4e,fdb0
1b8a,58,4e,fdbe
1aec,58,4e,fdb8
1985,58,4e,fdb8
1884,70,4c,fdae
19df,66,4e,fdb0
1cf4,70,4e,fdae
206e,6e,50,fdb0
2309,70,3e,fdac
23ea,60,46,fda2
1d9d,70,4e,fda6
cfa,58,4e,fdb8
f0b3,58,50,fdc0
cf2d,70,48,fdae
b0f9,66,4e,fdb0
9b22,5e,42,fdb8
8fbb,6c,48,fdb6
8c92,70,3e,fda8
8f33,66,48,fdac
952b,70,4e,fda2
9c88,50,58,fdbc
a484,5e,4e,fdae
ad9a,6c,4e,fdb2
b77f,6e,4e,fdb0
c116,60,4c,fd9e
c784,62,4c,fdae
c9df,70,4e,fdb0
ca07,70,50,fda0
ca2f,70,4e,fdb2
cd0c,6e,50,fda6
d1fa,5c,4e,fdb2
d81c,70,46,fdac
defb,62,4e,fdb0
e668,60,4c,fdbc
edb2,5c,42,fdb2
f53b,62,46,fda6
fd0f,70,4e,fdac
4ad,70,50,fda6
d5a,70,4c,fda6
15c5,6c,50,fdb2
1c8d,6e,52,fda6
21cc,70,4e,fdb0
24f9,60,50,fdb0
279d,6c,4c,fdb0
2aaf,60,48,fda2
2d75,70,4e,fdb0
2f14,5e,50,fdb8
3097,70,46,fdb0
322f,60,4e,fda6
3383,70,4e,fdb0
3439,6c,42,fdae
3477,5c,4c,fdb8
35bc,4e,50,fdb6
390d,78,3e,fdb0
3ce1,62,4c,fdac
4064,6e,52,fda6
421e,5c,4e,fdb8
41fa,60,4e,fdb0
3cee,6e,4e,fdb0
2e3d,70,50,fda0
13c7,5c,52,fdb8
f0d3,66,50,fdb0
cd0e,6e,4e,fdb2
b021,5e,46,fda2
9ced,70,58,fda0
9483,66,4e,fdb6
9341,5e,4e,fda6
9809,70,4e,fdae
9fe6,70,4e,fdb0
a8f0,66,4e,fdb0
b2fd,66,4e,fdb0
bd31,70,52,fda2
c540,70,52,fda0
cab7,70,4c,fda6
cdf7,6c,4e,fdae
cf2a,5e,4e,fdb2
cfed,66,50,fdb0
cfe1,70,46,fdb0
d098,6c,52,fdb0
d422,6c,50,fdb0
d96a,60,4c,fd9e
e1c3,70,4e,fdb0
eb7b,60,4e,fdb8
f450,70,46,fdae
fd7e,5c,50,fdbe
531,70,46,fdb0
ad7,58,50,fdb8
f00,60,42,fdb2
1367,66,4c,fdae
17e2,70,50,fda2
1c30,72,4e,fdae
1fb0,58,50,fdbc
22c4,70,4e,fdb2
25e9,58,4e,fdbc
2755,66,52,fdb0
27d6,70,48,fdb0
2853,70,4e,fdb2
2872,70,40,fdb0
29d4,60,46,fdb6
2ce5,60,4c,fda6
30c7,70,52,fda0
34bd,70,4c,fda8
3693,5e,50,fdb8
3180,70,42,fdae
21fd,66,4e,fdb0
649,6c,4e,fdb0
e662,6e,4e,fdb0
c9b9,72,50,fdb0
b666,72,52,fda0
ac51,66,50,fdb2
aa3e,66,4e,fdb0
ae85,70,4e,fdb0
b5fb,60,46,fdac
bfe9,5e,46,fdb0
ca46,70,4e,fdac
d4a6,6e,50,fda6
de6a,58,58,fdbc
e697,6e,46,fdb0
eb84,4e,58,fdbc
ed82,60,4e,fda8
ec83,66,4c,fdac
eb36,72,58,fda2
ea9b,6e,50,fdae
eb25,62,4c,fdac
edbf,4c,4e,fdb0
f1e5,60,46,fda2
f79f,66,4e,fda8
ff5c,70,50,fda6
624,70,50,fda2
c8a,58,52,fdb8
127c,70,4e,fdae
1782,4e,50,fdb0
1cae,72,52,fdb0
1f4b,70,46,fda2
21cd,5c,58,fdbc
23c5,70,46,fdae
26b5,52,52,fdb8
2945,6e,4e,fda2
29d6,60,52,fdb2
2a40,62,4e,fdb0
2aeb,70,4c,fdb2
2c62,70,50,fda6
2dfe,70,50,fda2
3032,72,4e,fdb8
331e,70,4e,fdb0
3630,60,4e,fd9e
3868,6e,52,fdb0
3704,58,4e,fdbe
2e8a,70,42,fdae
19a8,60,4e,fda8
fb35,70,4e,fdb0
d89b,6e,4e,fdb0
b969,60,4e,fda0
a3b7,66,48,fda2
99d6,70,4e,fdb0
988e,76,52,fda6
9db7,72,4e,fdb0
a622,70,4e,fda2
b020,58,56,fdbc
baf0,70,4e,fdb0
c64a,6e,4e,fdb0
d13e,60,48,fda6
da80,48,4e,fdb0
e185,60,4e,fd9e
e5a2,4e,4c,fdb0
e766,62,4c,fda6
e876,78,4e,fdb0
e9d1,5e,4e,fdb0
eba4,6e,46,fdb0
ef5b,60,4e,fdb0
f4a1,78,3c,fdae
fbba,60,4e,fda6
38d,6e,50,fdb0
b34,70,50,fda6
12d5,58,50,fdc0
18d0,6e,4c,fdb2
1eb9,5c,4e,fda6
2430,6e,4e,fdb0
2890,70,4e,fdb0
2c54,60,4e,fdac
2e99,66,4c,fdae
3017,70,50,fdb0
321c,70,4e,fdb0
339e,5c,4e,fdb8
34a9,70,48,fdac
35ac,5c,4c,fdac
3578,50,4e,fdb0
341f,66,4e,fdb2
338d,6e,50,fdb0
32d6,5c,46,fdb0
3370,60,46,fda6
34e3,70,4c,fdb8
37da,66,50,fdb2
395a,62,4e,fdae
363b,66,4e,fdb0
29eb,60,48,fda6
1201,70,40,fdac
f17b,66,4e,fdb0
ceb8,60,4e,fdb0
b200,50,50,fdb8
a055,66,46,fdac
994f,66,4e,fdb0
9adb,70,3e,fdae
a29d,72,58,fda6
ad7b,66,52,fdb6
b968,52,50,fdb8
c5a7,5e,48,fdb6
d0ff,62,4e,fdae
dba0,58,50,fdb8
e3da,60,4e,fdae
e96d,70,52,fdb2
ec0a,60,46,fda6
eced,60,4e,fdb8
ed09,70,46,fdb0
ed92,5e,4e,fdb8
f049,70,48,fdb0
f5d5,60,4e,fdb0
fc7a,5e,4c,fdb8
320,66,4e,fdb0
a46,70,50,fdb2
10f9,70,4e,fda2
181a,70,4e,fdb0
1e50,52,52,fdbc
2399,58,4e,fdbe
2827,70,42,fdae
2bc6,66,4e,fdb0
2ed9,60,46,fdb8
30b0,66,4e,fdb0
3249,70,50,fda2
3303,70,52,fdb0
33cd,56,4e,fdb8
349f,70,40,fdae
353f,58,4e,fdb8
3542,70,46,fdb0
3744,5e,4e,fda8
3980,5e,4e,fda0
3ba9,66,4c,fdae
3daa,70,4e,fdb0
3fac,70,52,fda0
3f72,66,50,fdb0
36d2,70,40,fdae
2357,58,50,fdbe
4a6,70,46,fdb0
e20c,58,4e,fdbc
c47a,5e,4c,fdb2
b23c,4e,4e,fdb2
aafb,60,46,fda2
ac4f,66,4e,fda6
b379,70,52,fda0
bea6,58,52,fdb8
ca6d,70,4e,fda0
d641,66,4e,fdae
e2a5,6e,42,fdb0
ec00,6c,4e,fdb2
f39e,6c,50,fdb0
f7d0,70,50,fdae
f7cb,70,4e,fdb0
f62e,5e,4e,fdb6
f559,70,42,fdb0
f5ee,70,46,fdae
f79f,66,4e,fdae
fad5,5c,48,fdb0
ffed,70,50,fdb0
67a,6e,4e,fdb0
c63,72,46,fdb0
138a,70,4e,fdae
1b8b,70,3e,fda6
2309,58,52,fdb8
2958,66,50,fdb0
2dde,66,4e,fda6
30a0,70,4c,fda6
330b,4e,50,fdb8
3585,52,4e,fdb8
386e,60,46,fdb6
3a5b,6c,46,fdae
3c18,70,52,fda0
3c24,70,50,fda2
3ba5,58,52,fdc0
3bb1,52,4e,fdb8
3bee,5e,4e,fdac
3d95,6c,4e,fdb0
3fab,70,40,fdb0
414b,60,4c,fdb0
3ff0,70,4e,fdb0
37e9,70,4e,fdb2
2580,6e,58,fda2
82c,70,4e,fdb0
e59d,70,50,fda0
c63d,70,50,fda6
b0e6,66,4e,fdb0
a5dd,6c,4e,fdb0
a463,6e,4e,fda0
aa68,70,4e,fd9e
b1bc,58,4e,fdbc
ba19,70,46,fdb0
c405,4e,50,fdb8
cecf,62,4e,fdac
d9b3,62,48,fda6
e2ee,72,4e,fdb0
e9eb,60,52,fdb8
ed67,60,4c,fdb8
ee79,50,4e,fdb0
ed78,72,52,fd9e
ecf9,72,52,fda2
ee28,66,50,fdb8
f254,5e,46,fdb8
f856,70,46,fda6
ff28,70,50,fd9e
636,52,50,fdbc
d2a,5e,46,fdb6
141b,66,52,fdb0
1aa7,70,3e,fdae
20da,60,4e,fda6
26a2,60,50,fdb8
2a9a,5e,4e,fda8
2d20,60,4e,fdb8
2f1c,70,4c,fdb0
2eff,5c,4e,fdb8
2e6e,66,4e,fdb0
2faa,70,4c,fdb0
31d1,70,4e,fdb0
33ff,4e,4e,fdb2
35ae,62,4e,fdbc
36ee,5c,4e,fdb0
37ea,4e,52,fdb8
3985,66,4c,fda2
3b39,70,3e,fda6
3ea8,66,4e,fdb0
42d6,70,4e,fdb6
4645,72,4e,fdb0
4653,52,4e,fdbc
403a,5e,46,fdb8
2f63,60,46,fdb8
133e,60,4c,fda2
f0f3,60,4e,fda2
cffe,70,56,fda2
b755,70,4e,fda2
a970,60,4e,fdb2
a5fd,70,46,fdb0
a982,66,52,fdb2
b1cd,70,4e,fdae
bb19,60,46,fdb2
c57f,60,4c,fda0
cff4,60,4e,fda8
d9f0,70,52,fdb0
e27b,5e,4e,fdb8
e86d,58,4c,fdb0
ec00,6e,4e,fdb0
ecd2,72,4e,fdb0
ebf1,62,4c,fda0
eb9f,4e,4c,fdb0
ed96,66,4e,fdb0
f137,60,4c,fda6
f7ae,72,50,fd9e
ff0c,58,4e,fdb8
64f,62,4e,fdb0
df2,70,42,fdb0
1540,6e,4e,fdb0
1cc4,62,4e,fda8
235c,62,4c,fdac
2910,6e,4e,fdb0
2d87,6e,52,fda2
315b,5c,4e,fdbc
346f,5e,4e,fdb6
36b2,62,50,fdb2
38ca,60,46,fdb8
3a3d,6e,50,fdb0
3aa5,62,46,fda6
3b9e,4e,4e,fdae
3d50,62,46,fda2
3edc,60,4e,fda6
4124,70,56,fda0
43c7,6e,52,fda2
460c,58,4e,fdbc
47d7,70,40,fdb0
4888,62,4e,fdb0
454b,6e,4e,fdb0
382b,68,50,fdb0
1e7b,6c,4e,fdb0
fdb0,5e,46,fda6
de84,72,50,fda6
c83d,70,4e,fda0
bc25,5c,52,fdb8
b929,60,4e,fdbc
bd1f,58,46,fdb0
c4f6,72,4e,fda2
cf76,70,56,fda2
da97,66,4e,fdae
e56d,66,46,fdae
eff0,60,4e,fda0
f864,72,4e,fda2
fcd1,60,52,fdb8
fda4,70,42,fdac
fc18,70,4e,fdb0
fa1d,70,50,fda0
fa05,70,50,fdb0
fc26,72,4e,fdb0
dc,60,46,fdb8
571,60,4c,fda0
be9,66,4e,fda6
1259,70,50,fda6
1914,70,50,fda2
1f6d,60,4e,fdb2
252a,62,4c,fdb0
2970,6e,4e,fdb0
2db5,60,4e,fda6
31a9,70,3e,fdae
344b,60,4e,fdb8
3622,56,4e,fdb8
3711,5c,4e,fdae
37d0,68,4e,fdb6
3717,66,4e,fdae
36ca,6e,52,fda2
3712,70,48,fda6
3873,60,4e,fdae
39b3,60,4e,fdae
3b6e,70,3e,fdac
3bbc,72,46,fda2
388f,66,52,fdb8
2e1e,5e,48,fdb8
1952,60,4e,fda0
fc3e,66,4e,fdac
de05,70,4e,fda6
c4aa,70,46,fda6
b594,62,50,fdb0
af2f,6e,4e,fdae
b1a6,66,50,fdb2
b8ce,70,4e,fda0
c2e7,70,4e,fdb0
ce87,5e,4e,fdb8
d9d7,6e,46,fdae
e4ca,60,4e,fdb0
ec66,6c,4e,fdb0
f271,70,42,fdb0
f4ff,70,4e,fdb8
f4bb,6e,4e,fdb0
f2ab,70,3c,fdae
f0c8,62,4c,fda6
efe1,70,56,fda6
f22e,72,4e,fda0
f7e6,70,50,fda6
ff97,5c,4e,fdb8
7a5,70,3e,fdac
f27,60,4e,fdb0
155a,70,46,fdae
1a42,60,46,fdb0
1f57,5e,48,fdb0
24b6,70,38,fdac
295d,70,4e,fdb2
2d6a,60,4e,fdb6
3062,70,46,fdac
3236,62,50,fdb0
32a8,6e,4e,fdac
32aa,6e,50,fdb0
3246,6c,3e,fdac
33a0,68,4e,fdac
3533,70,50,fda0
3678,58,50,fdb8
37a3,60,46,fdae
3922,70,50,fdb0
3a71,5e,46,fdb2
3c39,60,50,fdb8
3e3e,5e,4e,fdb8
3d3a,62,4e,fdb0
3456,6c,52,fdae
20bf,62,52,fdb2
15e,70,52,fdb0
dd79,4e,4e,fdb0
be7a,72,50,fda0
aa3f,5e,52,fdb8
a145,70,46,fdb0
a17b,60,4e,fdae
a789,60,48,fda0
b074,4e,4e,fdb0
ba06,66,46,fda6
c401,66,4e,fda6
cef5,70,52,fda6
d949,58,50,fdb8
e150,62,4e,fdb0
e75a,6e,52,fdb6
ea9e,6c,4e,fdae
ebfc,60,48,fda6
eb8e,50,4e,fdb0
eb13,60,48,fda6
ec18,4e,4e,fdb8
f21a,5e,4e,fda2
fa23,70,4e,fdb0
37c,60,4c,fdb0
c74,70,42,fdae
1464,62,4e,fdb0
1b33,6c,4e,fdae
21f6,6e,4e,fdb0
27e2,70,3e,fda6
2d15,62,48,fda6
31d8,6e,56,fda6
3503,72,4e,fda0
3670,60,4e,fdb8
371c,70,46,fdac
374f,58,4e,fdbe
3832,5e,48,fdb8
38ae,66,46,fdac
39c1,70,50,fda6
3a84,70,52,fda2
3b31,5c,50,fdbc
3c68,66,52,fdb0
3c8c,5c,4e,fdbc
3c09,70,48,fda6
3abd,70,4e,fdb0
3b19,62,4c,fdae
3c93,70,48,fdb0
3c09,4e,4e,fdb8
3425,66,4e,fdb0
1f6f,70,46,fda6
ffcc,6e,50,fda2
dab0,60,52,fdb8
b9bb,66,4e,fdb0
a4cf,70,4e,fdb0
9c85,66,4c,fda6
9cf5,48,4e,fdb0
a377,60,4e,fda6
abcf,62,4c,fdb0
b47c,70,52,fdb0
bf04,52,52,fdbc
cb9a,60,4e,fdb0
d727,6e,4e,fdb0
e048,6e,42,fdac
e5d1,6e,4e,fdb0
e732,70,50,fdb0
e5be,70,4e,fdae
e372,52,50,fdbe
e240,6c,4c,fdae
e43e,6e,4e,fdb0
e994,66,4c,fdac
f120,70,52,fda0
f91a,6c,52,fda2
36,70,50,fdb8
74e,62,4c,fdae
d53,70,3e,fda6
13da,72,4e,fdb0
1a9c,66,58,fdb0
1e68,5e,46,fdb8
21a7,70,50,fda2
247e,70,50,fda0
2722,58,50,fdb8
2949,60,4c,fdb8
2a84,70,42,fdb0
2bbe,5e,48,fdb6
2cdb,66,4e,fdae
2ebc,70,52,fda2
30b1,70,4e,fdb0
327a,58,52,fdbc
34ae,70,4e,fdb0
376c,70,46,fdae
39e0,60,4c,fdae
3c00,72,3e,fdb0
3b34,6c,48,fdb0
35c5,72,42,fdae
2712,66,4e,fdb0
cf5,72,4e,fdb0
ec88,66,50,fdb2
cc71,60,42,fdb8
b4ff,70,50,fda6
a7d5,58,52,fdb8
a50c,5c,4c,fdae
a915,62,46,fdbc
b030,6c,42,fdae
b92f,5e,4c,fdbe
c2bb,5c,46,fda6
ccd2,5e,4c,fdb8
d67d,60,4e,fda2
de30,4e,50,fdb8
e47d,70,52,fda0
e78f,5e,50,fdb0
e7fa,68,4e,fdb0
e6ba,70,50,fdb0
e5a0,60,4e,fdb0
e79a,66,4c,fdae
ebb3,6e,50,fdb0
f2a9,70,4e,fda2
f9d0,60,50,fdb8
1af,70,46,fdb0
8a2,5e,4e,fdb0
101c,70,4e,fdb0
1767,6c,50,fdb0
1da0,60,48,fda6
22d1,60,4e,fdac
26c2,60,50,fdb8
294b,58,52,fdbc
2a33,6c,4e,fdb6
2a10,60,4e,fdac
2a61,66,50,fdae
2b12,66,4e,fdac
2bb2,70,4e,fdae
2c8a,66,4e,fdae
2da0,60,4e,fdb0
2ef1,70,4e,fda6
30d6,70,4e,fdb0
32c8,58,52,fdc0
344c,56,58,fdb8
362c,5e,4e,fdae
386c,70,4e,fdb6
3a4a,70,4c,fdb0
382d,6c,4e,fdb0
2d35,70,50,fdb2
1655,60,48,fda0
f549,72,4c,fda2
d17a,78,50,fda0
b2d6,70,4e,fdb0
9f0d,60,4c,fdb8
